38,5
8,5
38,9
13,9
58,10
49,11
37,11
55,12
53,12
42,12
41,12
39,12
39,12
33,12
32,12
31,12
25,12
25,12
25,12
13,12
12,12
4,12
76,13
72,13
64,13
61,13
59,13
57,13
57,13
56,13
52,13
52,13
52,13
52,13
50,13
49,13
49,13
48,13
48,13
48,13
48,13
47,13
47,13
47,13
47,13
47,13
47,13
47,13
43,13
43,13
42,13
41,13
41,13
41,13
40,13
39,13
38,13
38,13
38,13
38,13
37,13
37,13
36,13
36,13
35,13
35,13
35,13
35,13
35,13
35,13
34,13
34,13
34,13
34,13
33,13
33,13
33,13
33,13
32,13
31,13
31,13
31,13
30,13
30,13
30,13
30,13
28,13
28,13
27,13
27,13
27,13
26,13
26,13
26,13
25,13
25,13
24,13
24,13
23,13
23,13
23,13
22,13
22,13
22,13
22,13
22,13
21,13
21,13
21,13
20,13
20,13
19,13
18,13
18,13
15,13
15,13
14,13
13,13
13,13
12,13
12,13
12,13
11,13
10,13
9,13
8,13
8,13
5,13
4,13
71,14
67,14
66,14
66,14
63,14
62,14
61,14
61,14
60,14
60,14
60,14
59,14
58,14
57,14
56,14
55,14
55,14
55,14
54,14
54,14
54,14
54,14
54,14
53,14
53,14
53,14
53,14
52,14
51,14
50,14
50,14
49,14
49,14
49,14
49,14
49,14
48,14
48,14
48,14
47,14
47,14
46,14
46,14
46,14
46,14
46,14
46,14
45,14
45,14
44,14
44,14
43,14
43,14
43,14
43,14
43,14
42,14
42,14
42,14
42,14
42,14
42,14
42,14
40,14
40,14
40,14
40,14
40,14
40,14
39,14
39,14
39,14
39,14
39,14
38,14
38,14
38,14
38,14
37,14
36,14
36,14
36,14
36,14
36,14
36,14
36,14
35,14
35,14
35,14
35,14
35,14
35,14
35,14
34,14
34,14
34,14
33,14
33,14
33,14
33,14
33,14
33,14
32,14
32,14
32,14
32,14
32,14
32,14
31,14
31,14
31,14
31,14
31,14
31,14
30,14
30,14
30,14
30,14
30,14
30,14
29,14
29,14
29,14
29,14
29,14
29,14
29,14
28,14
28,14
28,14
28,14
28,14
28,14
28,14
27,14
27,14
27,14
27,14
27,14
27,14
27,14
27,14
27,14
27,14
26,14
26,14
26,14
25,14
25,14
25,14
25,14
24,14
24,14
24,14
24,14
24,14
24,14
23,14
23,14
23,14
23,14
23,14
23,14
23,14
22,14
22,14
22,14
22,14
22,14
22,14
22,14
21,14
21,14
